Doc_ID	Cite_ID	Type	Contents	Label	Paper_ID	URL	Coords
doc0056	cite0617	Raw_Reference	"K. K. Berthelsen and J. M_ller. An efficient MCMC method for Bayesian point process models with intractable normalising constants. In A. Bad- deley, P. Gregori, J. Mateu, R. Stoica, and D. Stoyan, editors, Spatial Point Process Modelling and Its Applications. Publicacions de la Universi- tat Jaume I, 2004."		1b7bbd456b65c2cb3f31fbcb156dbefbc3847828	https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5737&rep=rep1&type=pdf	
doc0006	cite0158	Raw_Reference	"Postel, Sandra. Pillar of Sand: Can the Irrigation Miracle Last? New York: W. W. Norton, 1999."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"231,51.00,85.00,309.29,9.00;231,63.00,97.00,54.00,9.00"
doc0041	cite0489	Raw_Reference	"Said Beg, of Gurkel, 178"		3689f080db2243c81a36d6969b8ec27e666038a1	https://dspace.library.uu.nl/bitstream/handle/1874/420970/ASS_Zed.pdf?sequence=1&isAllowed=y	"380,188.64,98.71,85.92,4.34"
doc0012	cite0082	Raw_Reference	"Risse, G., Mending Bodies, Saving Souls: A History of Hospitals (Oxford, 1999), 201."		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	"343,72.24,500.15,286.15,8.53"
doc0007	cite0007	Raw_Reference	"Briceland, R.H. 1976. Statement of Dr. Richard H. Briceland, Illinois Environmental Protection Agency, to the Task Force on Lock and Dam 26 of the Midwestern Conference, Council of State Govern- ments, Clayton, Missouri, 18 November 1976. 20 p. Burgstahler, A.W. 1977. Report on water fluoridation. Presented to the Subcommittee on Intergovernmental Relations and Human Resources of the Committee on Government Operations, U.S. House of Repre- sentatives, Washington, D.C, 12 October 1977."		664342843015eb9f65ce5aface2d91ed83143ebf	https://www.biodiversitylibrary.org/itempdf/93136	"71,33.64,199.02,282.49,6.08;71,61.67,206.88,230.88,6.14;71,61.67,214.83,258.48,6.35;71,61.10,223.38,198.53,5.72;71,33.78,238.64,274.58,6.14;71,61.96,246.58,266.39,6.20;71,61.82,254.65,250.72,6.18;71,62.10,262.59,181.57,6.12"
doc0041	cite0164	Raw_Reference	"Dersimi (1952): 183. Several other rebel leaders ultimately reached Iran and there joined the Kurdish chieftain Simko, who controlled much of the Persian-Turkish frontier."		3689f080db2243c81a36d6969b8ec27e666038a1	https://dspace.library.uu.nl/bitstream/handle/1874/420970/ASS_Zed.pdf?sequence=1&isAllowed=y	"314,125.28,128.23,214.08,4.34;314,27.12,137.11,312.00,4.34;314,26.88,146.18,85.92,4.17"
doc0022	cite0151	Raw_Reference	"---. 1999. Of Camel Kings and Other Things: Rural Rebels against Moder- nity in Late Imperial China. Lanham, Md.: Rowman and Littlefield."		d56e982ec9de8ffa22fae2c63d4f0e42979202f5	https://escholarship.org/content/qt12h450zf/qt12h450zf.pdf?t=krz5v9	"156,71.98,359.64,306.00,8.83;156,83.98,371.14,265.02,8.83"
doc0006	cite0076	Raw_Reference	"Arnold T. Wilson, note on use of Air Force in Mesopotamia, February 26, 1921, AIR 5/476, TNA; Office of no. 30 Squadron, Baghdad, Report on RAF operations in South Persia, to GOC, 8 April 1919, AIR 20/521, TNA. 115. See Air Vice-Marshal Arthur Gould Lee, Fly Past: Highlights from a Flyer's Life (London: Jarrolds, 1974), 53; Laffin, Swifter Than Eagles, 181."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"66,94.32,541.00,286.67,9.00;66,71.98,553.00,309.00,9.00;66,71.98,565.00,264.11,9.00;66,83.98,577.00,296.98,9.00;66,71.98,589.00,278.88,9.00"
doc0059	cite0452	Raw_Reference	"Shammos (c. //.), beadle. GLOSSARY. 563"		ff075097bacb7dbd0e1b61494fe82459c98a5d40	https://archive.org/download/childrenofghetto00zang/childrenofghetto00zang_bw.pdf	"574,146.86,419.33,81.87,5.78;575,112.93,30.28,45.78,6.66;575,243.10,31.05,12.03,5.25"
doc0022	cite0499	Raw_Reference	"Du, Fangqin. 2001. ""'Manoeuvring Fate' and 'Following the Call': Develop- ment and Prospects of Women's Studies."" In Ping-chun Hsiung, Jaschok, and Milwertz 2001, 237-49."		d56e982ec9de8ffa22fae2c63d4f0e42979202f5	https://escholarship.org/content/qt12h450zf/qt12h450zf.pdf?t=krz5v9	"137,53.98,141.14,306.00,8.84;137,65.98,152.64,293.70,8.84;137,65.98,164.14,109.32,8.84"
doc0016	cite0078	Raw_Reference	"Mays, S 1991b, The Burials from the Whitefriars Friary Site, Buttermarket, Ipswich, Suffolk. English Heritage, Ancient Monuments Laboratory Unpublished Report, No. 17/91"		8c23c264e55fd030f70d6cfa5776612977d10379	https://centaur.reading.ac.uk/50828/3/Work%20and%20the%20Adolescent%20in%20Medieval%20England_accepted.pdf	"29,72.02,294.17,439.06,12.00;29,107.42,308.81,395.47,12.00"
doc0017	cite0618	Raw_Reference	"Majority Report, Vol. I, Pt VI, ｾゑｽｧ 408, quoting Jackson and Pringle's Report on Unemployment, p. 148."		8abfe46527761b7c5862588c7df5101c7f385840	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/536EA4779184961716587EA2370854C8/S0020859000005472a.pdf/div-class-title-the-royal-commission-on-the-poor-laws-1905-09-div.pdf	
doc0081	cite0478	Raw_Reference	Masonry Arches . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 145 3.1 Definitions and History . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 145 3.2 Birth of Statics of the Arch . . . . . . . . . . . . . . . . . . . . . . . . . . . . 150 3.2.1 The Suspended Chain . . . . . . . . . . . . . . . . . . . . . . . . . . 152 3.2.2 The Progress of Statics of the Arch . . . . . . . . . . . . . . . 156		5ccf71ebbabfdf4a494e8465bdbf6c892529e922	https://link.springer.com/content/pdf/bfm:978-3-319-54738-1/1?pdf=chapter%20toc	"14,73.99,389.50,311.50,8.89;14,74.27,401.59,311.22,8.76;14,74.27,413.56,311.22,8.76;14,101.76,425.52,283.72,8.76;14,101.76,437.48,283.72,8.76"
doc0049	cite0230	Raw_Reference	"Verhoeven, K. (1998) Geomorphological research in the mesopotamian Oood plain. pp. 519-539 in H. Gasche and M. Ta.nret (eds), Changing Warm:oulUS in Babylonia. Towards a ReamstrlUrUm oj rm Ancienr Environmtnr in Lower Maoporamia Volume 1. Mesopotamian History and Environment Series n Memoirs 5. Universities of Ghent and Chicago."		85f4821233b2ab923d57b7a02d67725e940f58db	http://dro.dur.ac.uk/5787/1/5787.pdf	"24,27.52,436.54,261.46,9.84;24,36.22,446.67,252.83,12.51;24,36.12,460.22,252.89,9.84;24,36.31,471.02,253.37,10.98;24,36.31,483.86,252.56,9.99;24,36.19,492.91,253.09,13.04;24,36.19,507.39,217.17,9.54"
doc0012	cite0021	Raw_Reference	"Granshaw, L., and R. Porter (eds.), The Hospital in History (London, 1990), 150. Ibid., 172. Ibid., 4. Keevil, Medicine and the Navy II, 283."		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	"357,72.25,270.17,278.05,8.53;357,72.25,280.17,34.54,8.39;357,72.25,290.17,27.61,8.39;357,72.25,300.17,130.13,8.53"
doc0006	cite0116	Raw_Reference	"Stevens, Georgiana. Jordan River Partition. Stanford: Hoover Institution, 1965. United Nations. Israeli-Syrian General Armistice Agreement. New York: United Nations, 20 July 1949. Document number S/1353."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"260,72.00,301.00,307.95,9.00;260,72.00,313.00,308.97,9.00;260,84.00,325.00,192.21,9.00"
doc0001	cite0152	Raw_Reference	"Mayr to Richards, 6 May 1941, Mayr-Harvard, folder 86."		db794486152b1db0ada82d3ecd5059fa2b38aea3	http://discovery.ucl.ac.uk/129884/1/S000708749900388Xa.pdf	"22,141.65,557.00,195.50,7.02"
doc0013	cite0472	Raw_Reference	"Dendrodus biporcatus, R. Owen, Microscopic Journal, vol. i. p. 5, woode. figs. 1, 2, p. 19, woode. fig. 5."		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"390,85.82,136.03,241.68,8.55;390,90.29,146.21,151.50,8.55"
doc0032	cite0572	Raw_Reference	"Carriages: rarity of, 159-160"		07960b0a69e7d22b239cbd1228a8585e3d361236	https://muse.jhu.edu/book/72156/pdf	"214,220.61,524.43,108.05,6.83"
doc0037	cite0562	Raw_Reference	"Barony Churoh Magasine, 1855-185,6."		2dad2a52dd10a6d7e9c171fe5f5c0d737b96e1f9	http://theses.gla.ac.uk/73782/1/10662308.pdf	"274,85.53,105.85,222.77,8.84"
doc0010	cite0081	Raw_Reference	"Dusinberre, W. (1996) Them Dark Days: Slavery in the American Rice Swamps. New York: Oxford University Press."		3c618b549a3147fee04037f06fc66f42bff63880	https://ageconsearch.umn.edu/record/30566/files/dp020068.pdf	"28,89.88,724.20,415.69,10.91;28,125.88,737.92,144.96,10.32"
doc0040	cite0589	Raw_Reference	"Wolfgang, Marvin M., and Franco Ferracuti. 1967. The Subculture of Violence. London: Tavistock."		44f25c5d43f0f63f10548c211e8e6fc9c754c5e6	https://scholarworks.bgsu.edu/cgi/viewcontent.cgi?article=1005&context=soc_pub	"39,149.75,270.03,310.88,7.27;39,158.22,279.50,36.40,7.27"
doc0049	cite0229	Raw_Reference	"Donoghue, D., Philip, G., Galiatsatos) N. and Beck. A. (2002) Satellite imagery for archaeological applications: a case study from the Orontes Valley. Syria. ]>p. 211-223 in B. Bewley and W. RaCzkowski (cds) Aerial Archaeology: Developing Future Pr~tiu. NATO Science Series I. Life and Behavioural Sciences. Vol. 337. lOS Press: Amsterdam."		85f4821233b2ab923d57b7a02d67725e940f58db	http://dro.dur.ac.uk/5787/1/5787.pdf	"23,16.86,401.91,274.56,9.72;23,27.89,413.51,263.59,9.72;23,27.43,425.94,264.21,9.90;23,27.95,437.99,265.12,9.88;23,27.21,449.40,264.88,11.09;23,27.82,462.15,264.13,9.89;23,27.97,474.88,89.06,9.72"
doc0005	cite0201	Raw_Reference	"and Eleanor Sims, I'eerless Images: I'prsian I'aznting and Its Sources, with Boris I. hlarshak and Ernst J. Gruhe (New Haven: Yale L'niversin Press, 2002)."		fc15208c55b16378032b70f869c1f4fbb260aa52	http://arthistoriography.files.wordpress.com/2012/05/blairbloomdoc.pdf	"34,270.00,469.36,41.05,6.75;34,58.80,478.00,252.74,6.75;34,58.80,486.40,189.43,6.75"
doc0006	cite0162	Raw_Reference	"Egan, Eleanor Franklin. The War in the Cradle of the World: Mesopotamia. New York: Harper, 1918."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"71,51.00,109.00,308.99,9.00;71,63.00,121.00,74.00,9.00"
doc0023	cite0077	Raw_Reference	"New Yor k: Appleton, 1899 . ---. ""How the Pr oblems of American Anthropology Present Themselves to the Engl ish Mind,"" Transactions of the Anthropological Society of Washington, III (Nov . 6, 1883 to May 19, 1885), 81 -94 . [Published as Smithsonian Miscel laneous Collections, No . 630 .]"		9d7a870c061da41b94c24ceb6360386d011b99e0	https://muse.jhu.edu/book/67900/pdf	"549,169.68,138.35,111.43,12.60;549,47.89,148.55,335.83,12.60;549,56.71,158.98,327.35,12.60;549,55.95,169.67,328.24,12.60;549,57.97,179.83,120.42,12.60"
doc0012	cite0502	Raw_Reference	"Van der Chijs, Nederlandsch-Indisch Plakaatboek, XI: 27.8.1779."		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	"361,72.26,120.19,218.66,8.53"
doc0012	cite0069	Raw_Reference	"Turner, E.H., 'Naval medical service, 1793-1815', Mariner's Mirror 46 (1960) 1, 119-133."		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	"335,55.25,289.53,326.00,9.95;335,69.44,302.86,29.25,9.79"
doc0006	cite0174	Raw_Reference	"Ford, Neil. ""Greening Egypt's Desert."" Middle East 330 (2003): 42-46. General Authority for Investment, Arab Republic of Egypt. Agribusiness: A Value Proposition. Cairo: General Authority for Investment, 2008. ---. The South Valley Development Project. Cairo: General Authority for Investment, 1997."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"203,51.01,241.00,271.70,9.00;203,51.01,253.00,308.98,9.00;203,63.01,265.00,259.35,9.00;203,51.01,277.00,309.00,9.00;203,63.01,289.00,68.43,9.00"
doc0013	cite0500	Raw_Reference	"?) Palatine tooth with the posterior inner tritor of large size, and the 'median tritor not extending further forwards than this ; outer tritor much elongated and extending far forwards. -Form. & Loc. Kimmeridge Clay: Boulogne, N. France. 32416. Left mandibular tooth, probably referred to by Sauvage, op. cit. p. 74. Purchased, 1857."		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"115,24.55,55.98,259.45,8.83;115,18.86,67.20,264.98,8.55;115,21.17,78.47,170.22,8.83;115,22.90,88.89,221.27,9.25;115,21.31,106.84,262.01,8.55;115,59.47,117.08,48.26,9.39;115,220.61,117.08,63.05,9.39"
doc0042	cite0539	Raw_Reference	"Grabar, O. 1967 Sasanian Silver. Ann Arbor: University of Michigan Museum of Art."		e2fdab6d844971683e03b50fe9efe3c058a3e9d9	https://library.oapen.org/bitstream/20.500.12657/41852/1/9780472901722.pdf	"306,54.19,175.71,54.96,10.80;306,69.55,192.51,21.94,10.80;306,112.63,192.51,260.57,10.80;306,112.88,203.67,77.53,10.80"
doc0023	cite0532	Raw_Reference	"Augustine, Saint, 53"		9d7a870c061da41b94c24ceb6360386d011b99e0	https://muse.jhu.edu/book/67900/pdf	"551,47.40,445.24,76.04,11.10"
doc0006	cite0512	Raw_Reference	"Resat Kasaba, ""Kurds in Turkey: A Nationalist Movement in the Making,"" in Ethnopolitical Warfare: Causes, Consequences, and Possible Solu- tions, ed. Daniel Chirot and Martin E. P. Seligman (Washington, D.C.: Ameri- can Psychological Association, 2001), 164-77."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"228,120.61,397.00,260.35,9.00;228,72.00,409.00,309.02,9.00;228,72.00,421.00,308.96,9.00;228,72.00,433.00,177.42,9.00"
doc0085	cite0506	Raw_Reference	"Jounson, H. B. 1926. A further contribution to our knowledge of the bionom- ics and control of the migratory locust, Schistocerca gregaria, in the Sudan. Bull. Ent. Sect. Wellcome Trop. Res. Lab. 22:1-14."		178465ceb2817bf3263231cd64da4b1f547f9eb9	https://www.biodiversitylibrary.org/itempdf/31040	"401,20.88,94.98,293.76,8.23;401,31.86,105.82,282.71,8.06;401,32.04,116.67,187.56,8.06"
doc0023	cite0031	Raw_Reference	"New York: Holt, 1878. ---. ""On Traces of the Early Mental Condition of Man,"" Annual Report of the Board of Regents of the Smithsonian Institution (1 867), pp . 390-98. [R e printed fr om the Proceedings of the Royal Institution of Great Britain.] ---. Primitive Culture [1 871 ]. 2 vols . New York: Holt, 1889. --. Anthropology [1 881]."		9d7a870c061da41b94c24ceb6360386d011b99e0	https://muse.jhu.edu/book/67900/pdf	
doc0017	cite0619	FootNote	", and Vol. II, Pt IX, ｾゑｽｧ 71. J Ibid., Vol. I, Pt IV, ｾゑｽｧ 297, quoting Report of an Inquiry in Six Unions into Cases of Refusal of Outdoor Relief, Miss Harlock, p. 37. 3 Ibid., Vol. II, Pt IX, ｾゑｽｧ 13. https://doi.org/10.1017/S0020859000005472 Published online by Cambridge University Press"		8abfe46527761b7c5862588c7df5101c7f385840	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/536EA4779184961716587EA2370854C8/S0020859000005472a.pdf/div-class-title-the-royal-commission-on-the-poor-laws-1905-09-div.pdf	
doc0019	cite0488	Raw_Reference	"Open Society Institute (2002): Judicial Capacity. EUMAP Report, Budapest: Open Society Institute."		f1eac2ce1c6e174fc13b0f35a8a4f5e0b1171749	https://www.econstor.eu/bitstream/10419/51555/1/670504882.pdf	"46,85.08,612.21,402.57,10.48"
doc0023	cite0535	Raw_Reference	"Morley, John. On Compromise [1874]."		9d7a870c061da41b94c24ceb6360386d011b99e0	https://muse.jhu.edu/book/67900/pdf	"546,49.09,66.40,155.51,12.60"
doc0031	cite0059	Raw_Reference	"Cady, S.L., 2002, Formation and preservation of bona fide microfossils, in Signs of Life: A report based on the April 2000 Workshop on Life- Detection Techniques: The National Academies Space Studies Board and Board on Life Sciences, Carnegie Institution of Washing- ton, National Academies Press, Washington, D.C., p. 149-155."		38146b86807beb96376e909d896ddf3e96b241c8	https://digitalcommons.odu.edu/cgi/viewcontent.cgi?article=1327&context=oeas_fac_pubs	"6,45.00,440.53,250.50,7.62;6,66.60,450.53,228.86,7.62;6,66.60,460.53,228.90,7.62;6,66.60,470.53,228.90,7.62;6,66.60,480.53,216.19,7.62"
doc0019	cite0038	Raw_Reference	"Anderson, James H./Cheryl W. Gray (2007): Transforming Judicial Systems in Europe and Central Asia. Wash- ington: World Bank"		f1eac2ce1c6e174fc13b0f35a8a4f5e0b1171749	https://www.econstor.eu/bitstream/10419/51555/1/670504882.pdf	"42,85.08,306.33,453.43,10.48;42,106.32,320.37,79.98,10.48"
doc0006	cite0143	Raw_Reference	"Scott, James C. Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed. New Haven: Yale University Press, 1998."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"231,50.99,277.00,308.95,9.00;231,62.99,289.00,248.47,9.00"
doc0006	cite0099	Raw_Reference	"Lawrence to Liddell Hart, 1933, in Letters of T. E. Lawrence, 323. 110. Major General T. Fraser to WO, 3 August 1922, AIR 5/202, TNA. See also John Glubb, The Changing Scenes of Life: An Autobiography (London: Quartet, 1983), 60; John Glubb, Arabian Adventures: Ten Years of Joyful Service (London: Cassell, 1978), 135; Report regarding the value of aeroplanes as main weapon of an Administration in the maintenance of law and order . . . , n.d., AIR 23/800, TNA; SSO Basrah, Memo on operations against outlaws of Albu Khalifah, to GHQ, 19 July 1921, CO 730/4, TNA."		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"66,95.60,361.00,253.44,9.00;66,83.99,373.00,296.99,9.00;66,71.99,385.00,309.27,9.00;66,71.99,397.00,309.06,9.00;66,71.99,409.00,308.68,9.00;66,71.98,421.00,309.33,9.00;66,71.98,433.00,309.03,9.00;66,71.98,445.00,138.73,9.00"
doc0006	cite0216	Raw_Reference	"Robert Brooke-Popham, ""Aeroplanes in Tropical Countries,"" lecture, in proceedings of meeting of the Royal Aeronautical Society on 6 October 1921, Aeronautical Journal 25 (1 March 1922), Brooke-Popham Papers, Liddell Hart Center for Military Archives, King's College, London (LHCMA). He reiterated this thought after serving as air officer commanding Iraq from 1928 to 1930 and as high commissioner and commander-in-chief in 1929. See notes for a lecture at Downside on 7 February 1932, Brooke-Popham Papers, file 2/3. LHCMA. 100. Wing-Commander R. M. Hill, lecture at Royal Aeronautical Society, quoted in The Royal Air Force, by F. V. Monk and H. T. Winter (London: Blackie and Son, 1938), 47. 101. On state projects to render ""nomad"" terrain legible, see also Mitchell, Rule of Experts, 78, 230;"		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"65,70.91,301.00,289.10,9.00;65,51.00,313.00,309.30,9.00;65,51.00,325.00,308.99,9.00;65,51.00,337.00,308.95,9.00;65,51.00,349.00,309.00,9.00;65,51.00,361.00,308.97,9.00;65,51.00,373.00,297.47,9.00;65,63.00,385.00,297.26,9.00;65,51.00,397.00,308.92,9.00;65,51.00,409.00,73.18,9.00;65,63.00,421.00,297.27,9.00;65,51.00,433.00,89.57,9.00"
doc0082	cite0441	Raw_Reference	"Louise Hogan, Study of a Child, New York, 1898. Kussmaul, Seelenleben des neugeborenen Menschen, 1896."	YES	d4f570d4c2a525f04251811721b09b95f2826126	https://www.biodiversitylibrary.org/itempdf/15714	"271,42.91,381.66,174.52,8.48;271,43.45,393.34,193.56,6.35"
doc0042	cite0557	Raw_Reference	"Ras, J. J. 1968 Hikajat Band jar, a Study in Malay Historiography. The Hague: Martinus Nijhoff."		e2fdab6d844971683e03b50fe9efe3c058a3e9d9	https://library.oapen.org/bitstream/20.500.12657/41852/1/9780472901722.pdf	"322,55.27,381.83,51.84,10.80;322,70.99,398.63,22.04,10.80;322,114.31,398.63,250.03,10.80;322,114.91,409.91,144.05,10.80"
doc0048	cite0466	Raw_Reference	"Saints, female ii. 122"		66322e6103e0d8944be90aeb86f883f0e09d0797	https://www.biodiversitylibrary.org/itempdf/58316	"473,207.72,632.70,82.15,8.01"
doc0006	cite0160	Raw_Reference	"Bell to Florence Bell, 15 November 1917, in The Letters of Gertrude Bell, ed. Lady Bell, 2 vols. (London: E. Benn, 1927), ii, 431-32;"		d6a9b486f833a3db09298ea76f05ee3cb476c8f5	https://library.oapen.org/bitstream/20.500.12657/51086/1/external_content.pdf	"63,69.84,433.00,290.14,9.00;63,50.99,445.00,225.30,9.00"
doc0087	cite0475	Raw_Reference	"Bigsten, A. (1986). Welfare and Economic Growth in Kenya, 1914-76. World Development 14(9): 1151-1160."		23e3d40f08da1162e638f289a069b9489dc48158	https://ora.ox.ac.uk/objects/uuid:405be254-026c-4082-8100-e0d1febddce1/download_file?safe_filename=2008-04text.pdf&file_format=pdf&type_of_work=Working+paper	"34,89.89,248.01,394.09,9.02;34,125.90,259.81,45.88,8.74"
doc0013	cite0213	Raw_Reference	"Numerous Dendrodont teeth from the Devonian of Dorpat are assigned to the reptiles Varanus and Ichthyosaurus by 8. Kutorga, Beitr. Geogn. u. Paliont. Dorpat's, pt. i. (1835), pt. i. (1837) ;"		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"392,69.12,450.13,249.75,8.83;392,59.62,461.46,258.72,8.55;392,59.33,472.13,262.61,8.83"
doc0011	cite0184	Raw_Reference	"These documents include the Universal Declaration of Human Rights (UNDHR), Universal Declaration of Human Rights, G.A. Res. 217A (III), UN Doc A/810 at 71 (1948). http://www.unhchr.ch/udhr/ (accessed May 14, 2006); the International Covenant on Civil and Political Rights (ICCPR), International Covenant on Civil and Political Rights, GA Res. 2200 (A) XXI, 21 U.N. GAOR Supp. (No. 16) at 52, U.N. Doc. A/6316 (1966), 999 U.N.T.S. 171; and the International Covenant on Economic, Social and Cultural Rights (CESCR), International Covenant on Economic, Social and Cultural Rights, GA Res. 2200 (A) XXI, U.N. GAOR Supp. (No. 16) at 49 U.N. Doc. A/6316 (1966). The United States has signed the Universal Declaration and has ratified the ICCPR. It has not ratified the Covenant on Economic, Social and Cultural Rights. Office of the High Commissioner for Human Rights, Status of the Ratifications of the Principle Human Rights Treaties. Geneva: UNHCHR, June 8, 2004. http://www.unhchr.ch/pdf/report.pdf (accessed May 16, 2006)."		42e1569a9d8994b395ea90240de69a348c73d866	https://escholarship.org/content/qt5jc0909m/qt5jc0909m.pdf?t=krnnss	"51,82.50,600.48,444.43,7.89;51,82.50,611.48,443.94,7.89;51,82.50,622.48,440.48,7.89;51,82.50,633.48,448.02,7.89;51,82.50,644.48,450.59,7.89;51,82.50,655.48,433.68,7.89;51,82.50,666.48,447.70,7.89;51,82.50,677.48,430.91,7.89;51,82.50,688.48,319.68,7.89"
doc0008	cite0008	Raw_Reference	"SCARANO, FRANCISCO 1993 Puerto Rico: Cinco siglos de historia. San Juan: McGraw-Hill."		53a665a914aae1bf6e4c729b20080d4d281a863d	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/31D66E6CE76CE7729C019545C4F38104/S002387910001952Xa.pdf/div-class-title-rural-puerto-rico-in-the-early-twentieth-century-reconsidered-land-and-society-1899-1915-div.pdf	"33,51.60,247.12,76.66,5.50;33,59.61,254.16,231.96,8.11"
doc0036	cite0100	Raw_Reference	"Albina Community Plan Background Report, vol. 2: The Albina Community Neighbor- hoods. Portland, OR: Planning Bureau."		d947d29ae335f442356929224a484501d0f571f5	https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=1289&context=usp_fac	"22,108.00,180.32,185.99,8.75;22,108.00,192.32,186.00,8.75;22,108.00,204.32,156.56,8.75"
doc0032	cite0111	Raw_Reference	"Chateaux. See Country houses Children: portions of, 120-121; num bers of, 128-130. See also Cadets, Daughters, Sons Church: on loans at interest, 106-107; influence of, 109, 109 n.; placement for children, 125-126, 127, 142- 143. See also Religious Institutions Clarac, Comte de: loss of toll rights, 73 Clearings: by nobles, 63-65; of meadow, 81"		07960b0a69e7d22b239cbd1228a8585e3d361236	https://muse.jhu.edu/book/72156/pdf	"215,71.46,208.63,112.04,8.12;215,71.37,217.92,138.15,8.34;215,79.74,227.08,129.73,8.13;215,79.60,236.43,57.77,8.11;215,71.48,245.67,137.78,8.12;215,79.15,254.83,130.46,8.12;215,79.44,264.24,130.23,8.12;215,79.47,273.22,130.00,8.12;215,71.14,282.66,138.01,8.12;215,79.57,291.82,8.71,8.11;215,71.09,301.07,138.54,8.12;215,79.29,310.38,45.47,8.11"
doc0027	cite0039	Raw_Reference	"Epstein, Lee, Daniel E. Ho, Gary King, and Jeffrey A. Segal. 2005. ""The Supreme Court During Crisis: How War Affects only Non-War Cases."" New York University Law Review 80 (1): 1-116."		04bd3574794891c3f7c5038abcab7589002fb85e	https://escholarship.org/content/qt8gx4v5qt/qt8gx4v5qt.pdf?t=krndmx	"36,72.00,359.91,468.00,10.48;36,83.71,383.81,456.30,10.48;36,83.71,407.72,71.54,10.48"
doc0038	cite0217	FootNote	"B. C. Zevin (ed.), Nothing to Fear: The Selected Addresses of Franklin Debno Roosevelt. 1932-1945 (Cambridge, Mass.: Houghton Mifftin Co., 1946), -pp. 34-41. 4 lbid.; p. 39. 6 U.S. President, Message, ""Federal Ownership of Real Estate and Its Bearing on State and Local Taxation, 76th Congress, 1st Session, House Misc. Doc. No. 111, Appendix A (Washington, D.C.: Government Printing Office, 1939)."		a378318e7da229c581a50e1102f5b0f0fd9112ec	http://cmapspublic.ihmc.us/rid%3D1178337777574_743839881_8348/New+Deal+Activity+and+the+States.pdf	"36,72.00,359.91,468.00,10.48;36,83.71,383.81,456.30,10.48;36,83.71,407.72,71.54,10.48"
doc0012	cite0055	Raw_Reference	"Dorland's Pocket Medical Dictionary (Philadelphia, 1982)."		ea4c843fe045e40e11e3f9ef53da2177be6d5e3a	https://scholarlypublications.universiteitleiden.nl/access/item%3A2723076/view	"323,55.24,582.69,228.12,9.95"
doc0042	cite0542	Raw_Reference	VBG Verhandelingen van het Baraviaasch Genootschap van Kunsten en Wetenschappen. Bandung.		e2fdab6d844971683e03b50fe9efe3c058a3e9d9	https://library.oapen.org/bitstream/20.500.12657/41852/1/9780472901722.pdf	"291,54.07,303.97,22.58,9.90;291,105.79,303.97,264.77,9.90;291,106.51,316.21,188.09,9.90"
doc0013	cite0161	Raw_Reference	"Rhizodus, W.J. Barkas, Monthly Review Dental Surgery, vol. iv. p. 394, figs. Ixxx., xxxi."		9234928a487f03f740c5ead7ff669b96329e1c0a	https://www.biodiversitylibrary.org/itempdf/125733	"394,103.21,476.25,239.22,8.41;394,106.70,485.97,85.83,8.41"
